Panel ID,Gene ID,HGNC symbol,HGNC ID,Gene Symbol,GRCh38 Chr,GRCh38 start,GRCh38 stop,GRCh37 Chr,GRCh37 start,GRCh37 stop,Confidence
476,ENSG00000095970,TREM2,HGNC:17761,TREM2,6,41158506,41163186,6,41126244,41130924,3
476,ENSG00000213689,TREX1,HGNC:12269,TREX1,3,48465811,48467645,3,48506445,48509044,3
476,ENSG00000104833,TUBB4A,HGNC:20774,TUBB4A,19,6494319,6502848,19,6494330,6502859,3
476,ENSG00000178952,TUFM,HGNC:12420,TUFM,16,28842411,28846408,16,28853732,28857729,3
476,ENSG00000107815,TWNK,HGNC:1160,TWNK,10,100987367,100994401,10,102747124,102754158,3
476,ENSG00000025708,TYMP,HGNC:3148,TYMP,22,50525752,50530056,22,50964181,50968485,3
476,ENSG00000120686,UFM1,HGNC:20597,UFM1,13,38349849,38363619,13,38923986,38937140,3
476,ENSG00000184979,USP18,HGNC:12616,USP18,22,18149899,18177397,22,18632666,18660164,3
476,ENSG00000160695,VPS11,HGNC:14583,VPS11,11,119067692,119081978,11,118938403,118952688,3
476,ENSG00000116874,WARS2,HGNC:12730,WARS2,1,119031216,119140671,1,119573839,119683294,3
476,ENSG00000136936,XPA,HGNC:12814,XPA,9,97674909,97697357,9,100437191,100459639,3
476,ENSG00000154767,XPC,HGNC:12816,XPC,3,14145147,14178783,3,14186647,14220283,3
476,ENSG00000143324,XPR1,HGNC:12827,XPR1,1,180632004,180890251,1,180601140,180859387,3
476,ENSG00000072121,ZFYVE26,HGNC:20761,ZFYVE26,14,67727374,67816590,14,68194091,68283307,3
476,ENSG00000068650,ATP11A,HGNC:13552,ATP11A,13,112690329,112887168,13,113344643,113541482,2
476,ENSG00000171953,ATPAF2,HGNC:18802,ATPAF2,17,17977409,18039209,17,17880723,17942523,2
476,ENSG00000173786,CNP,HGNC:2158,CNP,17,41966741,41977731,17,40118759,40129749,2
476,ENSG00000088682,COQ9,HGNC:25302,COQ9,16,57447425,57461275,16,57481337,57495187,2
476,ENSG00000012061,ERCC1,HGNC:3433,ERCC1,19,45407333,45478828,19,45910591,45982086,2
476,ENSG00000104884,ERCC2,HGNC:3434,ERCC2,19,45349837,45370918,19,45853095,45874176,2
476,ENSG00000175595,ERCC4,HGNC:3436,ERCC4,16,13920157,13952345,16,14014014,14046202,2
476,ENSG00000134899,ERCC5,HGNC:3437,ERCC5,13,102844844,102876001,13,103497194,103528345,2
476,ENSG00000272047,GTF2H5,HGNC:21157,GTF2H5,6,158168352,158199344,6,158589384,158620376,2
476,ENSG00000186603,HPDL,HGNC:28242,HPDL,1,45326905,45328533,1,45792545,45794347,2
476,ENSG00000172005,MAL,HGNC:6817,MAL,2,95025677,95053996,2,95691422,95719737,2
476,ENSG00000020922,MRE11,HGNC:7230,MRE11,11,94415578,94493908,11,94152895,94227074,2
476,ENSG00000182180,MRPS16,HGNC:14048,MRPS16,10,73248843,73252693,10,75006510,75012451,2
476,ENSG00000178127,NDUFV2,HGNC:7717,NDUFV2,18,9102630,9134345,18,9102628,9134343,2
476,ENSG00000142655,PEX14,HGNC:8856,PEX14,1,10472288,10630758,1,10532345,10690815,2
476,ENSG00000162735,PEX19,HGNC:9713,PEX19,1,160276812,160286348,1,160246602,160256138,2
476,ENSG00000161980,POLR3K,HGNC:14121,POLR3K,16,46407,53628,16,96407,103628,2
476,ENSG00000157593,SLC35B2,HGNC:16872,SLC35B2,6,44254096,44257890,6,44221833,44225291,2
476,ENSG00000205336,ADGRG1,HGNC:4512,ADGRG1,16,57610652,57665580,16,57644564,57698944,1
476,ENSG00000004848,ARX,HGNC:18060,ARX,X,25003694,25016420,X,25021811,25034065,1
476,ENSG00000165240,ATP7A,HGNC:869,ATP7A,X,77910656,78050395,X,77166194,77305892,1
476,ENSG00000077279,DCX,HGNC:2714,DCX,X,111293779,111412429,X,110537007,110655603,1
476,ENSG00000167986,DDB1,HGNC:2717,DDB1,11,61299451,61342596,11,61066923,61110068,1
476,ENSG00000122877,EGR2,HGNC:3239,EGR2,10,62811996,62919900,10,64571756,64679660,1
476,ENSG00000163161,ERCC3,HGNC:3435,ERCC3,2,127257290,127294176,2,128014866,128051752,1
476,ENSG00000197265,GTF2E2,HGNC:4651,GTF2E2,8,30578318,30658251,8,30435835,30515768,1
476,ENSG00000213614,HEXA,HGNC:4878,HEXA,15,72340919,72376476,15,72635775,72668817,1
476,ENSG00000166033,HTRA1,HGNC:9476,HTRA1,10,122461525,122514908,10,124221041,124274424,1
476,ENSG00000130332,LSM7,HGNC:20470,LSM7,19,2321517,2328620,19,2321516,2328619,1
476,ENSG00000151224,MAT1A,HGNC:6903,MAT1A,10,80271820,80289684,10,82031576,82049440,1
476,ENSG00000168958,MFF,HGNC:24858,MFF,2,227325151,227357836,2,228189867,228222550,1
476,ENSG00000168303,MPLKIP,HGNC:16002,MPLKIP,7,40126023,40134659,7,40165622,40174258,1
476,ENSG00000158887,MPZ,HGNC:7225,MPZ,1,161304735,161309972,1,161274525,161279762,1
476,ENSG00000072864,NDE1,HGNC:17619,NDE1,16,15643267,15726353,16,15737124,15820210,1
476,ENSG00000131495,NDUFA2,HGNC:7685,NDUFA2,5,140638740,140647785,5,140018325,140027370,1
476,ENSG00000074181,NOTCH3,HGNC:7883,NOTCH3,19,15159038,15200981,19,15270444,15311792,1
476,ENSG00000122126,OCRL,HGNC:8108,OCRL,X,129539849,129592561,X,128673826,128726538,1
476,ENSG00000113555,PCDH12,HGNC:8657,PCDH12,5,141943585,141969741,5,141323150,141349304,1
476,ENSG00000092621,PHGDH,HGNC:8923,PHGDH,1,119648411,119744226,1,120202421,120286838,1
476,ENSG00000109099,PMP22,HGNC:9118,PMP22,17,15229777,15265326,17,15133095,15168643,1
476,ENSG00000170734,POLH,HGNC:9181,POLH,6,43576150,43615660,6,43543887,43586701,1
476,ENSG00000068654,POLR1A,HGNC:17264,POLR1A,2,86020216,86106155,2,86247339,86333278,1
476,ENSG00000131238,PPT1,HGNC:9325,PPT1,1,40071461,40097727,1,40538379,40563375,1
476,ENSG00000180644,PRF1,HGNC:9360,PRF1,10,70597348,70602775,10,72357104,72362531,1
476,ENSG00000189056,RELN,HGNC:9957,RELN,7,103471784,103989516,7,103112231,103629963,1
476,ENSG00000125352,RNF113A,HGNC:12974,RNF113A,X,119870475,119871827,X,119004497,119005791,1
476,ENSG00000136531,SCN2A,HGNC:10588,SCN2A,2,165194993,165392310,2,166095912,166248818,1
476,ENSG00000204370,SDHD,HGNC:10683,SDHD,11,112086773,112120013,11,111957497,111990353,1
476,ENSG00000141485,SLC13A5,HGNC:23089,SLC13A5,17,6684713,6713567,17,6588032,6616886,1
476,ENSG00000100075,SLC25A1,HGNC:10979,SLC25A1,22,19175575,19178830,22,19163095,19166343,1
476,ENSG00000197912,SPG7,HGNC:11237,SPG7,16,89490917,89557768,16,89557325,89624176,1
476,ENSG00000167552,TUBA1A,HGNC:20766,TUBA1A,12,49184796,49189324,12,49578579,49583107,1
476,ENSG00000183785,TUBA8,HGNC:12410,TUBA8,22,18110331,18146554,22,18593097,18629321,1
476,ENSG00000137285,TUBB2B,HGNC:30829,TUBB2B,6,3224261,3231730,6,3224495,3231964,1
476,ENSG00000011600,TYROBP,HGNC:12449,TYROBP,19,35904401,35908295,19,36395303,36399197,1
476,ENSG00000092929,UNC13D,HGNC:23147,UNC13D,17,75827225,75844717,17,73823306,73840798,1
477,ENSG00000094914,AAAS,HGNC:13666,AAAS,12,53307456,53324864,12,53701240,53718648,3
477,ENSG00000131269,ABCB7,HGNC:48,ABCB7,X,75053172,75156732,X,74273115,74376567,3
477,ENSG00000100997,ABHD12,HGNC:15868,ABHD12,20,25294743,25390983,20,25275379,25371619,3
477,ENSG00000230124,ACBD6,HGNC:23339,ACBD6,1,180269653,180502954,1,180238788,180245359,3
477,ENSG00000100412,ACO2,HGNC:118,ACO2,22,41469125,41528989,22,41865129,41924993,3
477,ENSG00000205336,ADGRG1,HGNC:4512,ADGRG1,16,57610652,57665580,16,57644564,57698944,3
477,ENSG00000116863,ADPRHL2,HGNC:21304,ADPRHL2,1,36088875,36093932,1,36554476,36559533,3
477,ENSG00000141385,AFG3L2,HGNC:315,AFG3L2,18,12328944,12377314,18,12328943,12377313,3
477,ENSG00000135049,AGTPBP1,HGNC:17258,AGTPBP1,9,85546539,85742029,9,88161455,88356944,3
477,ENSG00000112294,ALDH5A1,HGNC:408,ALDH5A1,6,24494852,24537207,6,24495080,24537435,3
477,ENSG00000116337,AMPD2,HGNC:469,AMPD2,1,109616104,109632051,1,110158726,110174673,3
477,ENSG00000160746,ANO10,HGNC:25519,ANO10,3,43354859,43691594,3,43396351,43733086,3
477,ENSG00000182287,AP1S2,HGNC:560,AP1S2,X,15825806,15854931,X,15843929,15873054,3
477,ENSG00000137074,APTX,HGNC:15984,APTX,9,32972606,33025168,9,32972604,33025166,3
477,ENSG00000100299,ARSA,HGNC:713,ARSA,22,50622754,50628173,22,51061182,51066607,3
477,ENSG00000126522,ASL,HGNC:746,ASL,7,66075798,66093558,7,65540785,65558545,3
477,ENSG00000197785,ATAD3A,HGNC:25567,ATAD3A,1,1512151,1534687,1,1447531,1470067,3
477,ENSG00000167654,ATCAY,HGNC:779,ATCAY,19,3879864,3928079,19,3879862,3928077,3
477,ENSG00000197548,ATG7,HGNC:16935,ATG7,3,11272309,11557665,3,11313995,11599139,3
477,ENSG00000149311,ATM,HGNC:795,ATM,11,108222484,108369102,11,108093211,108239829,3
477,ENSG00000105409,ATP1A3,HGNC:801,ATP1A3,19,41966582,41997497,19,42470734,42501649,3
477,ENSG00000067842,ATP2B3,HGNC:816,ATP2B3,X,153517676,153582939,X,152783134,152848397,3
477,ENSG00000033627,ATP6V0A1,HGNC:865,ATP6V0A1,17,42458844,42522611,17,40610862,40674629,3
477,ENSG00000132932,ATP8A2,HGNC:13533,ATP8A2,13,25372071,26025851,13,25946209,26599989,3
477,ENSG00000162885,B3GALNT2,HGNC:28596,B3GALNT2,1,235449923,235504481,1,235613238,235667781,3
477,ENSG00000174684,B4GAT1,HGNC:15685,B4GAT1,11,66345372,66347692,11,66112843,66115163,3
477,ENSG00000174483,BBS1,HGNC:966,BBS1,11,66510606,66533627,11,66278077,66301098,3
477,ENSG00000178538,CA8,HGNC:1382,CA8,8,60187347,60281412,8,61099906,61193971,3
477,ENSG00000141837,CACNA1A,HGNC:1388,CACNA1A,19,13206442,13633025,19,13317256,13734804,3
477,ENSG00000006283,CACNA1G,HGNC:1394,CACNA1G,17,50561068,50627474,17,48638429,48704835,3
477,ENSG00000084774,CAD,HGNC:1424,CAD,2,27217390,27243943,2,27440258,27466811,3
477,ENSG00000171735,CAMTA1,HGNC:18806,CAMTA1,1,6785324,7769706,1,6845384,7829766,3
477,ENSG00000147044,CASK,HGNC:1497,CASK,X,41514934,41923463,X,41374187,41782716,3
477,ENSG00000131165,CHMP1A,HGNC:8740,CHMP1A,16,89644431,89657845,16,89710839,89724253,3
477,ENSG00000114859,CLCN2,HGNC:2020,CLCN2,3,184346185,184361651,3,184063973,184079439,3
477,ENSG00000102805,CLN5,HGNC:2076,CLN5,13,76990660,77019143,13,77564795,77576652,3
477,ENSG00000128973,CLN6,HGNC:2077,CLN6,15,68206992,68257211,15,68499330,68549549,3
477,ENSG00000172409,CLP1,HGNC:16999,CLP1,11,57648992,57661868,11,57416465,57429340,3
477,ENSG00000162377,COA7,HGNC:25716,COA7,1,52684451,52698366,1,53152508,53164038,3
477,ENSG00000167113,COQ4,HGNC:19693,COQ4,9,128322536,128334072,9,131084815,131096351,3
477,ENSG00000163050,COQ8A,HGNC:16812,COQ8A,1,226897536,226987545,1,227085237,227175246,3
477,ENSG00000203667,COX20,HGNC:26970,COX20,1,244835322,244845057,1,244998624,245008359,3
477,ENSG00000047457,CP,HGNC:2295,CP,3,149162410,149222055,3,148880197,148939842,3
477,ENSG00000160213,CSTB,HGNC:2482,CSTB,21,43772511,43776445,21,45192393,45196326,3
477,ENSG00000159692,CTBP1,HGNC:2494,CTBP1,4,1211448,1249953,4,1205236,1243741,3
477,ENSG00000095485,CWF19L1,HGNC:25613,CWF19L1,10,100232298,100267680,10,101992055,102027437,3
477,ENSG00000135929,CYP27A1,HGNC:2605,CYP27A1,2,218781749,218815293,2,219646472,219680016,3
477,ENSG00000134780,DAGLA,HGNC:1165,DAGLA,11,61680433,61747001,11,61447905,61514473,3
477,ENSG00000117593,DARS2,HGNC:25538,DARS2,1,173824503,173858546,1,173793641,173827684,3
477,ENSG00000085788,DDHD2,HGNC:29106,DDHD2,8,38225218,38275558,8,38082736,38133076,3
477,ENSG00000117682,DHDDS,HGNC:20603,DHDDS,1,26432282,26471294,1,26758773,26797785,3
477,ENSG00000130826,DKC1,HGNC:2890,DKC1,X,154762742,154777689,X,153991031,154005964,3
477,ENSG00000132535,DLG4,HGNC:2903,DLG4,17,7189890,7219702,17,7093209,7123021,3
477,ENSG00000205981,DNAJC19,HGNC:30528,DNAJC19,3,180983709,180989774,3,180701497,180707562,3
477,ENSG00000102580,DNAJC3,HGNC:9439,DNAJC3,13,95677139,95794989,13,96329393,96447243,3
477,ENSG00000101152,DNAJC5,HGNC:16235,DNAJC5,20,63895182,63936031,20,62526518,62567384,3
477,ENSG00000130816,DNMT1,HGNC:2976,DNMT1,19,10133345,10231286,19,10244021,10341962,3
477,ENSG00000088538,DOCK3,HGNC:2989,DOCK3,3,50675241,51384198,3,50712672,51421629,3
477,ENSG00000157851,DPYSL5,HGNC:20637,DPYSL5,2,26847747,26950351,2,27070615,27173219,3
477,ENSG00000108001,EBF3,HGNC:19087,EBF3,10,129835283,129963841,10,131633547,131762105,3
477,ENSG00000111361,EIF2B1,HGNC:3257,EIF2B1,12,123620406,123633766,12,124104953,124118313,3
477,ENSG00000119718,EIF2B2,HGNC:3258,EIF2B2,14,75002911,75012366,14,75469614,75476292,3
477,ENSG00000070785,EIF2B3,HGNC:3259,EIF2B3,1,44850522,44986722,1,45316450,45452282,3
477,ENSG00000115211,EIF2B4,HGNC:3260,EIF2B4,2,27364352,27370486,2,27587219,27593353,3
477,ENSG00000145191,EIF2B5,HGNC:3261,EIF2B5,3,184135038,184145311,3,183852826,184402546,3
477,ENSG00000118402,ELOVL4,HGNC:14415,ELOVL4,6,79914812,79947580,6,80624529,80657297,3
477,ENSG00000112425,EPM2A,HGNC:3413,EPM2A,6,145382535,145736023,6,145822719,146057160,3
477,ENSG00000107371,EXOSC3,HGNC:17944,EXOSC3,9,37766978,37801437,9,37766975,37801434,3
477,ENSG00000103089,FA2H,HGNC:21197,FA2H,16,74712955,74774831,16,74746853,74808729,3
477,ENSG00000112234,FBXL4,HGNC:13601,FBXL4,6,98868538,98948006,6,99316420,99395849,3
477,ENSG00000145780,FEM1C,HGNC:16933,FEM1C,5,115520908,115544894,5,114856608,114880591,3
477,ENSG00000102466,FGF14,HGNC:3671,FGF14,13,101710804,102402457,13,102372134,103054124,3
477,ENSG00000181027,FKRP,HGNC:17997,FKRP,19,46746046,46776988,19,47249303,47280245,3
477,ENSG00000106692,FKTN,HGNC:3622,FKTN,9,105558130,105641118,9,108320411,108403399,3
477,ENSG00000162769,FLVCR1,HGNC:24682,FLVCR1,1,212858255,212899363,1,213031597,213072705,3
477,ENSG00000110195,FOLR1,HGNC:3791,FOLR1,11,72189558,72196323,11,71900602,71907345,3
477,ENSG00000171877,FRMD5,HGNC:28214,FRMD5,15,43870761,44195252,15,44162962,44487450,3
477,ENSG00000165060,FXN,HGNC:3951,FXN,9,69035259,69100178,9,71650175,71715094,3
477,ENSG00000070610,GBA2,HGNC:18986,GBA2,9,35736866,35749228,9,35736863,35749983,3
477,ENSG00000082516,GEMIN5,HGNC:20043,GEMIN5,5,154887416,154938209,5,154266976,154317769,3
477,ENSG00000131095,GFAP,HGNC:4235,GFAP,17,44903161,44916937,17,42982376,42994305,3
477,ENSG00000198835,GJC2,HGNC:17494,GJC2,1,228149852,228159826,1,228337553,228347527,3
477,ENSG00000173540,GMPPB,HGNC:22932,GMPPB,3,49716844,49723951,3,49754277,49761384,3
477,ENSG00000108433,GOSR2,HGNC:4431,GOSR2,17,46923075,46975524,17,45000483,45105003,3
477,ENSG00000197858,GPAA1,HGNC:4446,GPAA1,8,144082590,144086216,8,145137493,145141119,3
477,ENSG00000152208,GRID2,HGNC:4576,GRID2,4,92303622,93810157,4,93225550,94695707,3
477,ENSG00000152822,GRM1,HGNC:4593,GRM1,6,146027646,146437598,6,146348782,146758734,3
477,ENSG00000030582,GRN,HGNC:4601,GRN,17,44345086,44353102,17,42422614,42430470,3
477,ENSG00000213614,HEXA,HGNC:4878,HEXA,15,72340919,72376476,15,72635775,72668817,3
477,ENSG00000049860,HEXB,HGNC:4879,HEXB,5,74640023,74722647,5,73935848,74018472,3
477,ENSG00000256269,HMBS,HGNC:4982,HMBS,11,119084866,119093549,11,118955576,118964259,3
477,ENSG00000127054,INTS11,HGNC:26052,INTS11,1,1311585,1324691,1,1246965,1260071,3
477,ENSG00000119669,IRF2BPL,HGNC:14282,IRF2BPL,14,77024543,77028699,14,77490888,77495034,3
477,ENSG00000214960,ISPD,HGNC:37276,ISPD,7,16087527,16421322,7,16130817,16460947,3
477,ENSG00000150995,ITPR1,HGNC:6180,ITPR1,3,4493348,4847840,3,4535032,4889524,3
477,ENSG00000111262,KCNA1,HGNC:6218,KCNA1,12,4909893,4918256,12,5019071,5040527,3
477,ENSG00000177301,KCNA2,HGNC:6220,KCNA2,1,110519837,110631474,1,111136202,111174096,3
477,ENSG00000131398,KCNC3,HGNC:6235,KCNC3,19,50311937,50333515,19,50815194,50836772,3
477,ENSG00000171385,KCND3,HGNC:6239,KCND3,1,111770662,111989155,1,112313284,112531777,3
477,ENSG00000177807,KCNJ10,HGNC:6256,KCNJ10,1,159998651,160070483,1,160007257,160040038,3
477,ENSG00000080709,KCNN2,HGNC:6291,KCNN2,5,114360945,114496500,5,113696642,113832337,3
477,ENSG00000130294,KIF1A,HGNC:888,KIF1A,2,240713764,240820308,2,241653181,241759725,3
477,ENSG00000129250,KIF1C,HGNC:6317,KIF1C,17,4997948,5028401,17,4901243,4931696,3
477,ENSG00000101680,LAMA1,HGNC:6481,LAMA1,18,6941744,7117814,18,6941743,7117813,3
477,ENSG00000133424,LARGE1,HGNC:6511,LARGE1,22,33162226,33922841,22,33558212,34318829,3
477,ENSG00000011376,LARS2,HGNC:17095,LARS2,3,45388506,45549421,3,45429998,45590913,3
477,ENSG00000168924,LETM1,HGNC:6556,LETM1,4,1811479,1856247,4,1813206,1857974,3
477,ENSG00000105695,MAG,HGNC:6783,MAG,19,35292125,35313804,19,35783028,35804707,3
477,ENSG00000138834,MAPK8IP3,HGNC:6884,MAPK8IP3,16,1706183,1770317,16,1756184,1820318,3
477,ENSG00000247626,MARS2,HGNC:25133,MARS2,2,197705369,197708387,2,198570087,198573113,3
477,ENSG00000107789,MINPP1,HGNC:7102,MINPP1,10,87504875,87553460,10,89264632,89313217,3
477,ENSG00000132763,MMACHC,HGNC:24525,MMACHC,1,45500053,45513382,1,45965725,45976739,3
477,ENSG00000133422,MORC2,HGNC:23573,MORC2,22,30925130,30968298,22,31321117,31364284,3
477,ENSG00000020922,MRE11,HGNC:7230,MRE11,11,94415578,94493908,11,94152895,94227074,3
477,ENSG00000125459,MSTO1,HGNC:29678,MSTO1,1,155610205,155614967,1,155579979,155718153,3
477,ENSG00000198899,MT-ATP6,HGNC:7414,MT-ATP6,MT,8527,9207,MT,8527,9207,3
477,ENSG00000168502,MTCL1,HGNC:29121,MTCL1,18,8705661,8832778,18,8705659,8832776,3
477,ENSG00000103707,MTFMT,HGNC:29666,MTFMT,15,65001512,65029639,15,65294845,65321977,3
477,ENSG00000138823,MTTP,HGNC:7467,MTTP,4,99563761,99623999,4,100484918,100545156,3
477,ENSG00000110921,MVK,HGNC:7530,MVK,12,109573255,109598117,12,110011060,110035067,3
477,ENSG00000163382,NAXE,HGNC:18453,NAXE,1,156591762,156594299,1,156561554,156564091,3
477,ENSG00000163531,NFASC,HGNC:29866,NFASC,1,204828651,205022822,1,204797779,204991950,3
477,ENSG00000187566,NHLRC1,HGNC:21576,NHLRC1,6,18120440,18122687,6,18120718,18122851,3
477,ENSG00000136352,NKX2-1,HGNC:11825,NKX2-1,14,36516392,36521149,14,36985602,36990354,3
477,ENSG00000148826,NKX6-2,HGNC:19321,NKX6-2,10,132783179,132786052,10,134598297,134599556,3
477,ENSG00000141458,NPC1,HGNC:7897,NPC1,18,23506184,23586898,18,21086148,21166862,3
477,ENSG00000119655,NPC2,HGNC:14537,NPC2,14,74476192,74494177,14,74942895,74960880,3
477,ENSG00000171246,NPTX1,HGNC:7952,NPTX1,17,80467148,80477843,17,78440948,78451643,3
477,ENSG00000197444,OGDHL,HGNC:25590,OGDHL,10,49734643,49762379,10,50942689,50970425,3
477,ENSG00000198836,OPA1,HGNC:8140,OPA1,3,193593144,193697823,3,193310933,193415612,3
477,ENSG00000125741,OPA3,HGNC:8142,OPA3,19,45527427,45602212,19,46030685,46105470,3
477,ENSG00000079482,OPHN1,HGNC:8148,OPHN1,X,68042344,68433913,X,67262186,67653755,3
477,ENSG00000007372,PAX6,HGNC:8620,PAX6,11,31784779,31818062,11,31806340,31839509,3
477,ENSG00000101327,PDYN,HGNC:8820,PDYN,20,1978757,1994285,20,1959403,1974732,3
477,ENSG00000121680,PEX16,HGNC:8857,PEX16,11,45909669,45918812,11,45931220,45940363,3
477,ENSG00000124587,PEX6,HGNC:8859,PEX6,6,42963870,42979220,6,42931608,42946958,3
477,ENSG00000241973,PI4KA,HGNC:8983,PI4KA,22,20707691,20859417,22,21061979,21213705,3
477,ENSG00000107959,PITRM1,HGNC:17663,PITRM1,10,3137728,3172841,10,3179920,3215003,3
477,ENSG00000184381,PLA2G6,HGNC:9039,PLA2G6,22,38111495,38205690,22,38507502,38601697,3
477,ENSG00000165688,PMPCA,HGNC:18667,PMPCA,9,136410570,136423761,9,139305110,139318213,3
477,ENSG00000105819,PMPCB,HGNC:9119,PMPCB,7,103297422,103329511,7,102937869,102969958,3
477,ENSG00000039650,PNKP,HGNC:9154,PNKP,19,49859882,49878351,19,50364461,50371166,3
477,ENSG00000032444,PNPLA6,HGNC:16268,PNPLA6,19,7534004,7561764,19,7598890,7626650,3
477,ENSG00000140521,POLG,HGNC:9179,POLG,15,89305198,89334861,15,89859534,89878092,3
477,ENSG00000148606,POLR3A,HGNC:30074,POLR3A,10,77969251,78029545,10,79734907,79789303,3
477,ENSG00000013503,POLR3B,HGNC:30348,POLR3B,12,106357658,106510198,12,106751436,106903976,3
477,ENSG00000085998,POMGNT1,HGNC:19139,POMGNT1,1,46188682,46220305,1,46654354,46685977,3
477,ENSG00000144647,POMGNT2,HGNC:25902,POMGNT2,3,43079232,43106076,3,43120724,43147568,3
477,ENSG00000130714,POMT1,HGNC:9202,POMT1,9,131502902,131523806,9,134378289,134399193,3
477,ENSG00000009830,POMT2,HGNC:19743,POMT2,14,77274956,77320884,14,77741299,77787227,3
477,ENSG00000152192,POU4F1,HGNC:9218,POU4F1,13,78598362,78603560,13,79172497,79177673,3
477,ENSG00000112238,PRDM13,HGNC:13998,PRDM13,6,99606730,99615578,6,100054606,100063454,3
477,ENSG00000165672,PRDX3,HGNC:9354,PRDX3,10,119167703,119178833,10,120927215,120938345,3
477,ENSG00000126583,PRKCG,HGNC:9402,PRKCG,19,53879190,53907652,19,54382444,54410906,3
477,ENSG00000171867,PRNP,HGNC:9449,PRNP,20,4686236,4701590,20,4666882,4682236,3
477,ENSG00000167371,PRRT2,HGNC:30500,PRRT2,16,29811382,29815892,16,29823177,29827201,3
477,ENSG00000168267,PTF1A,HGNC:23734,PTF1A,10,23192327,23194252,10,23481256,23483181,3
477,ENSG00000146282,RARS2,HGNC:21406,RARS2,6,87514378,87590003,6,88224096,88299721,3
477,ENSG00000189056,RELN,HGNC:9957,RELN,7,103471784,103989516,7,103112231,103629963,3
477,ENSG00000120925,RNF170,HGNC:25358,RNF170,8,42849637,42897290,8,42704780,42752433,3
477,ENSG00000011275,RNF216,HGNC:21698,RNF216,7,5620047,5781739,7,5659678,5821370,3
477,ENSG00000187147,RNF220,HGNC:25552,RNF220,1,44405194,44651724,1,44870866,45117396,3
477,ENSG00000154134,ROBO3,HGNC:13433,ROBO3,11,124865386,124881470,11,124735282,124751366,3
477,ENSG00000069667,RORA,HGNC:10258,RORA,15,60488284,61229319,15,60780483,61521518,3
477,ENSG00000151835,SACS,HGNC:10519,SACS,13,23328826,23411513,13,23902965,24007841,3
477,ENSG00000144285,SCN1A,HGNC:10585,SCN1A,2,165984641,166149214,2,166845670,166984523,3
477,ENSG00000136531,SCN2A,HGNC:10588,SCN2A,2,165194993,165392310,2,166095912,166248818,3
477,ENSG00000196876,SCN8A,HGNC:10596,SCN8A,12,51590266,51812864,12,51984050,52206648,3
477,ENSG00000142186,SCYL1,HGNC:14372,SCYL1,11,65525077,65538704,11,65292548,65306175,3
477,ENSG00000109618,SEPSECS,HGNC:30605,SEPSECS,4,25120014,25160442,4,25121627,25162204,3
477,ENSG00000107290,SETX,HGNC:445,SETX,9,132261356,132354985,9,135136743,135230372,3
477,ENSG00000120725,SIL1,HGNC:24624,SIL1,5,138946720,139293557,5,138282409,138629246,3
477,ENSG00000119899,SLC17A5,HGNC:10933,SLC17A5,6,73593379,73654155,6,74303102,74363878,3
477,ENSG00000079215,SLC1A3,HGNC:10941,SLC1A3,5,36606355,36688334,5,36606457,36688436,3
477,ENSG00000164209,SLC25A46,HGNC:25198,SLC25A46,5,110738136,110765161,5,110073837,110100857,3
477,ENSG00000117394,SLC2A1,HGNC:11005,SLC2A1,1,42925375,42959173,1,43391052,43424530,3
477,ENSG00000070214,SLC44A1,HGNC:18798,SLC44A1,9,105244622,105439171,9,108006903,108201452,3
477,ENSG00000185803,SLC52A2,HGNC:30224,SLC52A2,8,144354135,144361272,8,145577795,145584932,3
477,ENSG00000090020,SLC9A1,HGNC:11071,SLC9A1,1,27098815,27166981,1,27425306,27493472,3
477,ENSG00000198689,SLC9A6,HGNC:11079,SLC9A6,X,135973841,136047269,X,135067598,135129423,3
477,ENSG00000132639,SNAP25,HGNC:11132,SNAP25,20,10218830,10307418,20,10199478,10288066,3
477,ENSG00000135317,SNX14,HGNC:14977,SNX14,6,85505496,85594156,6,86215214,86303874,3
477,ENSG00000197912,SPG7,HGNC:11237,SPG7,16,89490917,89557768,16,89557325,89624176,3
477,ENSG00000116096,SPR,HGNC:11257,SPR,2,72887360,72892158,2,73114489,73119287,3
477,ENSG00000197694,SPTAN1,HGNC:11273,SPTAN1,9,128552558,128633662,9,131314866,131395941,3
477,ENSG00000173898,SPTBN2,HGNC:11276,SPTBN2,11,66685248,66729226,11,66452719,66496697,3
477,ENSG00000161011,SQSTM1,HGNC:11280,SQSTM1,5,179806398,179838078,5,179233388,179265078,3
477,ENSG00000128039,SRD5A3,HGNC:25812,SRD5A3,4,55346109,55373096,4,56212276,56239263,3
477,ENSG00000103266,STUB1,HGNC:11427,STUB1,16,680224,682870,16,730224,732870,3
477,ENSG00000107882,SUFU,HGNC:16466,SUFU,10,102503987,102633535,10,104263744,104393292,3
477,ENSG00000131018,SYNE1,HGNC:17089,SYNE1,6,152121684,152637801,6,152442819,152958936,3
477,ENSG00000183597,TANGO2,HGNC:25439,TANGO2,22,20017014,20065926,22,20004537,20053449,3
477,ENSG00000036054,TBC1D23,HGNC:25622,TBC1D23,3,100261000,100325251,3,99979844,100044095,3
477,ENSG00000111802,TDP2,HGNC:17768,TDP2,6,24649977,24667033,6,24650205,24667261,3
477,ENSG00000196663,TECPR2,HGNC:19957,TECPR2,14,102362963,102502481,14,102829300,102968818,3
